order_item_id,order_id,menu_id,quantity,unit_price,subtotal
OI05397,ORD03610,M007,3,15.72,47.16
OI05398,ORD03611,M028,1,10.31,10.31
OI05399,ORD03611,M005,1,23.02,23.02
OI05400,ORD03612,M029,2,21.76,43.52
OI05401,ORD03612,M033,2,9.14,18.28
OI05402,ORD03613,M018,1,6.4,6.4
OI05403,ORD03613,M031,1,11.87,11.87
OI05404,ORD03614,M012,1,11.68,11.68
OI05405,ORD03615,M026,2,23.22,46.44
OI05406,ORD03616,M031,1,11.87,11.87
OI05407,ORD03617,M039,1,20.39,20.39
OI05408,ORD03618,M036,1,21.19,21.19
OI05409,ORD03619,M039,1,20.39,20.39
OI05410,ORD03620,M007,3,15.72,47.16
OI05411,ORD03620,M001,2,6.05,12.1
OI05412,ORD03621,M046,1,18.37,18.37
OI05413,ORD03622,M040,1,15.26,15.26
OI05414,ORD03622,M012,2,11.68,23.36
OI05415,ORD03623,M050,2,8.63,17.26
OI05416,ORD03624,M029,2,21.76,43.52
OI05417,ORD03625,M047,1,12.49,12.49
OI05418,ORD03626,M005,3,23.02,69.06
OI05419,ORD03627,M009,3,22.04,66.12
OI05420,ORD03627,M044,3,22.8,68.4
OI05421,ORD03628,M025,1,5.42,5.42
OI05422,ORD03629,M047,1,12.49,12.49
OI05423,ORD03629,M034,2,17.18,34.36
OI05424,ORD03630,M010,2,8.19,16.38
OI05425,ORD03631,M008,2,11.64,23.28
OI05426,ORD03631,M034,2,17.18,34.36
OI05427,ORD03632,M042,2,17.77,35.54
OI05428,ORD03633,M045,2,14.72,29.44
OI05429,ORD03634,M012,2,11.68,23.36
OI05430,ORD03635,M030,1,20.38,20.38
OI05431,ORD03636,M016,1,6.75,6.75
OI05432,ORD03636,M006,3,5.76,17.28
OI05433,ORD03637,M009,1,22.04,22.04
OI05434,ORD03638,M013,2,9.9,19.8
OI05435,ORD03639,M040,2,15.26,30.52
OI05436,ORD03640,M020,2,13.97,27.94
OI05437,ORD03640,M007,3,15.72,47.16
OI05438,ORD03641,M041,3,18.7,56.1
OI05439,ORD03642,M024,1,20.8,20.8
OI05440,ORD03642,M045,3,14.72,44.16
OI05441,ORD03643,M007,1,15.72,15.72
OI05442,ORD03643,M024,3,20.8,62.4
OI05443,ORD03644,M027,1,16.47,16.47
OI05444,ORD03645,M043,1,18.33,18.33
OI05445,ORD03645,M031,1,11.87,11.87
OI05446,ORD03646,M019,3,11.31,33.93
OI05447,ORD03646,M018,1,6.4,6.4
OI05448,ORD03647,M050,2,8.63,17.26
OI05449,ORD03648,M044,3,22.8,68.4
OI05450,ORD03648,M028,1,10.31,10.31
OI05451,ORD03649,M037,1,11.31,11.31
OI05452,ORD03650,M030,3,20.38,61.14
OI05453,ORD03650,M007,1,15.72,15.72
OI05454,ORD03651,M043,2,18.33,36.66
OI05455,ORD03651,M036,2,21.19,42.38
OI05456,ORD03652,M031,2,11.87,23.74
OI05457,ORD03653,M018,2,6.4,12.8
OI05458,ORD03654,M027,1,16.47,16.47
OI05459,ORD03654,M004,3,7.15,21.45
OI05460,ORD03655,M034,3,17.18,51.54
OI05461,ORD03655,M010,2,8.19,16.38
OI05462,ORD03656,M003,1,13.14,13.14
OI05463,ORD03656,M030,2,20.38,40.76
OI05464,ORD03657,M027,3,16.47,49.41
OI05465,ORD03657,M048,3,5.64,16.92
OI05466,ORD03658,M011,3,11.74,35.22
OI05467,ORD03658,M046,1,18.37,18.37
OI05468,ORD03659,M012,3,11.68,35.04
OI05469,ORD03659,M026,3,23.22,69.66
OI05470,ORD03660,M037,3,11.31,33.93
OI05471,ORD03661,M018,3,6.4,19.2
OI05472,ORD03661,M012,3,11.68,35.04
OI05473,ORD03662,M001,1,6.05,6.05
OI05474,ORD03662,M006,2,5.76,11.52
OI05475,ORD03663,M035,1,15.54,15.54
OI05476,ORD03663,M015,1,13.73,13.73
OI05477,ORD03664,M026,3,23.22,69.66
OI05478,ORD03665,M047,2,12.49,24.98
OI05479,ORD03665,M006,3,5.76,17.28
OI05480,ORD03666,M023,1,7.84,7.84
OI05481,ORD03667,M021,3,23.11,69.33
OI05482,ORD03668,M033,2,9.14,18.28
OI05483,ORD03669,M011,1,11.74,11.74
OI05484,ORD03670,M037,1,11.31,11.31
OI05485,ORD03671,M026,1,23.22,23.22
OI05486,ORD03672,M007,1,15.72,15.72
OI05487,ORD03672,M045,1,14.72,14.72
OI05488,ORD03673,M002,3,6.74,20.22
OI05489,ORD03673,M020,2,13.97,27.94
OI05490,ORD03674,M040,2,15.26,30.52
OI05491,ORD03675,M007,2,15.72,31.44
OI05492,ORD03675,M040,2,15.26,30.52
OI05493,ORD03676,M003,2,13.14,26.28
OI05494,ORD03677,M002,3,6.74,20.22
OI05495,ORD03678,M044,1,22.8,22.8
OI05496,ORD03678,M012,1,11.68,11.68
OI05497,ORD03679,M030,3,20.38,61.14
OI05498,ORD03679,M048,1,5.64,5.64
OI05499,ORD03680,M039,2,20.39,40.78
OI05500,ORD03680,M021,3,23.11,69.33
OI05501,ORD03681,M009,3,22.04,66.12
OI05502,ORD03681,M001,2,6.05,12.1
OI05503,ORD03682,M026,1,23.22,23.22
OI05504,ORD03683,M022,2,6.86,13.72
OI05505,ORD03684,M032,3,21.03,63.09
OI05506,ORD03684,M015,3,13.73,41.19
OI05507,ORD03685,M011,3,11.74,35.22
OI05508,ORD03685,M010,1,8.19,8.19
OI05509,ORD03686,M050,2,8.63,17.26
OI05510,ORD03687,M006,2,5.76,11.52
OI05511,ORD03688,M040,1,15.26,15.26
OI05512,ORD03688,M015,2,13.73,27.46
OI05513,ORD03689,M039,3,20.39,61.17
OI05514,ORD03689,M034,1,17.18,17.18
OI05515,ORD03690,M015,2,13.73,27.46
OI05516,ORD03690,M049,1,20.08,20.08
OI05517,ORD03691,M017,1,16.95,16.95
OI05518,ORD03691,M045,2,14.72,29.44
OI05519,ORD03692,M015,2,13.73,27.46
OI05520,ORD03692,M039,1,20.39,20.39
OI05521,ORD03693,M022,1,6.86,6.86
OI05522,ORD03693,M013,3,9.9,29.7
OI05523,ORD03694,M041,1,18.7,18.7
OI05524,ORD03695,M015,1,13.73,13.73
OI05525,ORD03695,M044,1,22.8,22.8
OI05526,ORD03696,M006,3,5.76,17.28
OI05527,ORD03696,M012,1,11.68,11.68
OI05528,ORD03697,M037,2,11.31,22.62
OI05529,ORD03697,M031,3,11.87,35.61
OI05530,ORD03698,M017,2,16.95,33.9
OI05531,ORD03698,M041,1,18.7,18.7
OI05532,ORD03699,M050,1,8.63,8.63
OI05533,ORD03699,M015,2,13.73,27.46
OI05534,ORD03700,M003,2,13.14,26.28
OI05535,ORD03701,M021,3,23.11,69.33
OI05536,ORD03702,M049,1,20.08,20.08
OI05537,ORD03703,M021,3,23.11,69.33
OI05538,ORD03703,M048,3,5.64,16.92
OI05539,ORD03704,M037,1,11.31,11.31
OI05540,ORD03704,M001,1,6.05,6.05
OI05541,ORD03705,M047,1,12.49,12.49
OI05542,ORD03706,M044,3,22.8,68.4
OI05543,ORD03707,M029,1,21.76,21.76
OI05544,ORD03708,M044,2,22.8,45.6
OI05545,ORD03709,M012,3,11.68,35.04
OI05546,ORD03710,M014,3,5.03,15.09
OI05547,ORD03711,M009,1,22.04,22.04
OI05548,ORD03711,M019,2,11.31,22.62
OI05549,ORD03712,M022,2,6.86,13.72
OI05550,ORD03713,M030,2,20.38,40.76
OI05551,ORD03713,M025,3,5.42,16.26
OI05552,ORD03714,M031,2,11.87,23.74
OI05553,ORD03715,M011,2,11.74,23.48
OI05554,ORD03715,M002,1,6.74,6.74
OI05555,ORD03716,M028,1,10.31,10.31
OI05556,ORD03716,M038,1,12.96,12.96
OI05557,ORD03717,M041,3,18.7,56.1
OI05558,ORD03717,M006,2,5.76,11.52
OI05559,ORD03718,M014,3,5.03,15.09
OI05560,ORD03719,M015,3,13.73,41.19
OI05561,ORD03720,M021,1,23.11,23.11
OI05562,ORD03720,M044,3,22.8,68.4
OI05563,ORD03721,M012,2,11.68,23.36
OI05564,ORD03722,M015,3,13.73,41.19
OI05565,ORD03723,M050,2,8.63,17.26
OI05566,ORD03723,M004,3,7.15,21.45
OI05567,ORD03724,M028,2,10.31,20.62
OI05568,ORD03724,M047,3,12.49,37.47
OI05569,ORD03725,M024,1,20.8,20.8
OI05570,ORD03726,M004,2,7.15,14.3
OI05571,ORD03726,M007,1,15.72,15.72
OI05572,ORD03727,M004,2,7.15,14.3
OI05573,ORD03728,M023,2,7.84,15.68
OI05574,ORD03729,M041,3,18.7,56.1
OI05575,ORD03729,M033,2,9.14,18.28
OI05576,ORD03730,M001,2,6.05,12.1
OI05577,ORD03730,M008,1,11.64,11.64
OI05578,ORD03731,M021,3,23.11,69.33
OI05579,ORD03731,M048,1,5.64,5.64
OI05580,ORD03732,M022,3,6.86,20.58
OI05581,ORD03732,M016,3,6.75,20.25
OI05582,ORD03733,M040,2,15.26,30.52
OI05583,ORD03733,M008,1,11.64,11.64
OI05584,ORD03734,M045,1,14.72,14.72
OI05585,ORD03735,M014,1,5.03,5.03
OI05586,ORD03736,M041,2,18.7,37.4
OI05587,ORD03736,M042,1,17.77,17.77
OI05588,ORD03737,M034,1,17.18,17.18
OI05589,ORD03737,M002,2,6.74,13.48
OI05590,ORD03738,M050,1,8.63,8.63
OI05591,ORD03739,M045,2,14.72,29.44
OI05592,ORD03739,M039,1,20.39,20.39
OI05593,ORD03740,M043,3,18.33,54.99
OI05594,ORD03741,M039,1,20.39,20.39
OI05595,ORD03742,M021,2,23.11,46.22
OI05596,ORD03743,M046,3,18.37,55.11
OI05597,ORD03743,M047,1,12.49,12.49
OI05598,ORD03744,M027,1,16.47,16.47
OI05599,ORD03744,M028,2,10.31,20.62
OI05600,ORD03745,M003,2,13.14,26.28
OI05601,ORD03745,M008,1,11.64,11.64
OI05602,ORD03746,M022,3,6.86,20.58
OI05603,ORD03747,M044,3,22.8,68.4
OI05604,ORD03748,M017,3,16.95,50.85
OI05605,ORD03748,M015,3,13.73,41.19
OI05606,ORD03749,M014,3,5.03,15.09
OI05607,ORD03749,M041,2,18.7,37.4
OI05608,ORD03750,M022,1,6.86,6.86
OI05609,ORD03751,M028,2,10.31,20.62
OI05610,ORD03752,M023,1,7.84,7.84
OI05611,ORD03753,M031,2,11.87,23.74
OI05612,ORD03754,M035,3,15.54,46.62
OI05613,ORD03755,M021,2,23.11,46.22
OI05614,ORD03756,M003,2,13.14,26.28
OI05615,ORD03756,M001,3,6.05,18.15
OI05616,ORD03757,M006,1,5.76,5.76
OI05617,ORD03757,M028,1,10.31,10.31
OI05618,ORD03758,M031,3,11.87,35.61
OI05619,ORD03759,M031,1,11.87,11.87
OI05620,ORD03760,M023,2,7.84,15.68
OI05621,ORD03761,M033,3,9.14,27.42
OI05622,ORD03761,M023,3,7.84,23.52
OI05623,ORD03762,M040,2,15.26,30.52
OI05624,ORD03763,M039,3,20.39,61.17
OI05625,ORD03764,M039,3,20.39,61.17
OI05626,ORD03765,M006,2,5.76,11.52
OI05627,ORD03765,M033,3,9.14,27.42
OI05628,ORD03766,M027,2,16.47,32.94
OI05629,ORD03766,M038,3,12.96,38.88
OI05630,ORD03767,M032,1,21.03,21.03
OI05631,ORD03768,M021,3,23.11,69.33
OI05632,ORD03769,M034,3,17.18,51.54
OI05633,ORD03770,M021,2,23.11,46.22
OI05634,ORD03770,M001,2,6.05,12.1
OI05635,ORD03771,M036,3,21.19,63.57
OI05636,ORD03771,M030,2,20.38,40.76
OI05637,ORD03772,M032,2,21.03,42.06
OI05638,ORD03773,M026,2,23.22,46.44
OI05639,ORD03774,M029,2,21.76,43.52
OI05640,ORD03774,M014,2,5.03,10.06
OI05641,ORD03775,M015,3,13.73,41.19
OI05642,ORD03776,M029,2,21.76,43.52
OI05643,ORD03776,M045,1,14.72,14.72
OI05644,ORD03777,M028,3,10.31,30.93
OI05645,ORD03778,M024,3,20.8,62.4
OI05646,ORD03779,M039,3,20.39,61.17
OI05647,ORD03780,M037,2,11.31,22.62
OI05648,ORD03781,M007,1,15.72,15.72
OI05649,ORD03781,M030,2,20.38,40.76
OI05650,ORD03782,M026,3,23.22,69.66
OI05651,ORD03782,M031,3,11.87,35.61
OI05652,ORD03783,M040,3,15.26,45.78
OI05653,ORD03784,M044,3,22.8,68.4
OI05654,ORD03784,M001,2,6.05,12.1
OI05655,ORD03785,M049,3,20.08,60.24
OI05656,ORD03785,M017,3,16.95,50.85
OI05657,ORD03786,M049,2,20.08,40.16
OI05658,ORD03787,M038,1,12.96,12.96
OI05659,ORD03787,M040,2,15.26,30.52
OI05660,ORD03788,M017,2,16.95,33.9
OI05661,ORD03788,M050,2,8.63,17.26
OI05662,ORD03789,M025,1,5.42,5.42
OI05663,ORD03789,M025,2,5.42,10.84
OI05664,ORD03790,M011,3,11.74,35.22
OI05665,ORD03791,M013,2,9.9,19.8
OI05666,ORD03792,M050,3,8.63,25.89
OI05667,ORD03793,M044,2,22.8,45.6
OI05668,ORD03794,M014,3,5.03,15.09
OI05669,ORD03795,M019,1,11.31,11.31
OI05670,ORD03795,M021,2,23.11,46.22
OI05671,ORD03796,M030,3,20.38,61.14
OI05672,ORD03797,M023,1,7.84,7.84
OI05673,ORD03798,M032,1,21.03,21.03
OI05674,ORD03798,M007,3,15.72,47.16
OI05675,ORD03799,M036,1,21.19,21.19
OI05676,ORD03800,M017,1,16.95,16.95
OI05677,ORD03801,M003,1,13.14,13.14
OI05678,ORD03801,M013,1,9.9,9.9
OI05679,ORD03802,M007,3,15.72,47.16
OI05680,ORD03803,M033,2,9.14,18.28
OI05681,ORD03803,M046,2,18.37,36.74
OI05682,ORD03804,M042,2,17.77,35.54
OI05683,ORD03804,M049,3,20.08,60.24
OI05684,ORD03805,M050,1,8.63,8.63
OI05685,ORD03806,M020,1,13.97,13.97
OI05686,ORD03807,M046,1,18.37,18.37
OI05687,ORD03807,M004,2,7.15,14.3
OI05688,ORD03808,M020,3,13.97,41.91
OI05689,ORD03808,M034,1,17.18,17.18
OI05690,ORD03809,M002,3,6.74,20.22
OI05691,ORD03810,M031,3,11.87,35.61
OI05692,ORD03811,M032,3,21.03,63.09
OI05693,ORD03811,M001,2,6.05,12.1
OI05694,ORD03812,M017,3,16.95,50.85
OI05695,ORD03813,M045,2,14.72,29.44
OI05696,ORD03814,M016,3,6.75,20.25
OI05697,ORD03814,M029,2,21.76,43.52
OI05698,ORD03815,M045,2,14.72,29.44
OI05699,ORD03816,M001,1,6.05,6.05
OI05700,ORD03816,M021,1,23.11,23.11
OI05701,ORD03817,M037,2,11.31,22.62
OI05702,ORD03818,M007,3,15.72,47.16
OI05703,ORD03818,M006,3,5.76,17.28
OI05704,ORD03819,M005,1,23.02,23.02
OI05705,ORD03820,M017,1,16.95,16.95
OI05706,ORD03821,M014,3,5.03,15.09
OI05707,ORD03821,M024,2,20.8,41.6
OI05708,ORD03822,M019,3,11.31,33.93
OI05709,ORD03823,M004,1,7.15,7.15
OI05710,ORD03824,M045,3,14.72,44.16
OI05711,ORD03824,M024,3,20.8,62.4
OI05712,ORD03825,M045,1,14.72,14.72
OI05713,ORD03825,M027,3,16.47,49.41
OI05714,ORD03826,M005,3,23.02,69.06
OI05715,ORD03827,M041,2,18.7,37.4
OI05716,ORD03828,M033,1,9.14,9.14
OI05717,ORD03828,M007,3,15.72,47.16
OI05718,ORD03829,M026,1,23.22,23.22
OI05719,ORD03829,M012,2,11.68,23.36
OI05720,ORD03830,M012,1,11.68,11.68
OI05721,ORD03830,M037,1,11.31,11.31
OI05722,ORD03831,M027,3,16.47,49.41
OI05723,ORD03832,M045,3,14.72,44.16
OI05724,ORD03833,M025,1,5.42,5.42
OI05725,ORD03833,M011,3,11.74,35.22
OI05726,ORD03834,M049,3,20.08,60.24
OI05727,ORD03834,M048,1,5.64,5.64
OI05728,ORD03835,M023,1,7.84,7.84
OI05729,ORD03836,M035,3,15.54,46.62
OI05730,ORD03837,M037,2,11.31,22.62
OI05731,ORD03837,M044,1,22.8,22.8
OI05732,ORD03838,M036,1,21.19,21.19
OI05733,ORD03839,M010,2,8.19,16.38
OI05734,ORD03840,M003,1,13.14,13.14
OI05735,ORD03841,M013,3,9.9,29.7
OI05736,ORD03842,M025,2,5.42,10.84
OI05737,ORD03843,M026,1,23.22,23.22
OI05738,ORD03843,M025,2,5.42,10.84
OI05739,ORD03844,M033,3,9.14,27.42
OI05740,ORD03844,M001,1,6.05,6.05
OI05741,ORD03845,M032,2,21.03,42.06
OI05742,ORD03846,M018,1,6.4,6.4
OI05743,ORD03847,M030,1,20.38,20.38
OI05744,ORD03848,M001,3,6.05,18.15
OI05745,ORD03849,M002,1,6.74,6.74
OI05746,ORD03850,M005,1,23.02,23.02
OI05747,ORD03850,M033,3,9.14,27.42
OI05748,ORD03851,M038,3,12.96,38.88
OI05749,ORD03852,M041,1,18.7,18.7
OI05750,ORD03853,M039,1,20.39,20.39
OI05751,ORD03854,M002,3,6.74,20.22
OI05752,ORD03855,M031,2,11.87,23.74
OI05753,ORD03856,M038,3,12.96,38.88
OI05754,ORD03856,M031,3,11.87,35.61
OI05755,ORD03857,M021,2,23.11,46.22
OI05756,ORD03857,M018,1,6.4,6.4
OI05757,ORD03858,M046,1,18.37,18.37
OI05758,ORD03859,M038,2,12.96,25.92
OI05759,ORD03860,M041,3,18.7,56.1
OI05760,ORD03860,M006,1,5.76,5.76
OI05761,ORD03861,M020,2,13.97,27.94
OI05762,ORD03862,M027,3,16.47,49.41
OI05763,ORD03863,M047,3,12.49,37.47
OI05764,ORD03863,M021,2,23.11,46.22
OI05765,ORD03864,M013,3,9.9,29.7
OI05766,ORD03865,M028,2,10.31,20.62
OI05767,ORD03865,M003,2,13.14,26.28
OI05768,ORD03866,M005,1,23.02,23.02
OI05769,ORD03867,M031,2,11.87,23.74
OI05770,ORD03868,M003,2,13.14,26.28
OI05771,ORD03868,M028,1,10.31,10.31
OI05772,ORD03869,M038,1,12.96,12.96
OI05773,ORD03870,M014,2,5.03,10.06
OI05774,ORD03870,M041,1,18.7,18.7
OI05775,ORD03871,M043,2,18.33,36.66
OI05776,ORD03872,M002,1,6.74,6.74
OI05777,ORD03872,M048,1,5.64,5.64
OI05778,ORD03873,M050,2,8.63,17.26
OI05779,ORD03874,M029,3,21.76,65.28
OI05780,ORD03875,M017,1,16.95,16.95
OI05781,ORD03876,M009,3,22.04,66.12
OI05782,ORD03877,M018,3,6.4,19.2
OI05783,ORD03877,M038,1,12.96,12.96
OI05784,ORD03878,M002,3,6.74,20.22
OI05785,ORD03879,M002,3,6.74,20.22
OI05786,ORD03879,M026,3,23.22,69.66
OI05787,ORD03880,M025,2,5.42,10.84
OI05788,ORD03881,M023,1,7.84,7.84
OI05789,ORD03881,M046,3,18.37,55.11
OI05790,ORD03882,M034,1,17.18,17.18
OI05791,ORD03882,M018,3,6.4,19.2
OI05792,ORD03883,M049,3,20.08,60.24
OI05793,ORD03883,M024,3,20.8,62.4
OI05794,ORD03884,M021,2,23.11,46.22
OI05795,ORD03885,M040,3,15.26,45.78
OI05796,ORD03885,M045,1,14.72,14.72
OI05797,ORD03886,M020,3,13.97,41.91
OI05798,ORD03886,M042,3,17.77,53.31
OI05799,ORD03887,M037,2,11.31,22.62
OI05800,ORD03887,M003,3,13.14,39.42
OI05801,ORD03888,M033,3,9.14,27.42
OI05802,ORD03889,M036,1,21.19,21.19
OI05803,ORD03889,M040,2,15.26,30.52
OI05804,ORD03890,M006,2,5.76,11.52
OI05805,ORD03890,M040,1,15.26,15.26
OI05806,ORD03891,M039,2,20.39,40.78
OI05807,ORD03891,M040,2,15.26,30.52
OI05808,ORD03892,M035,2,15.54,31.08
OI05809,ORD03893,M029,2,21.76,43.52
OI05810,ORD03893,M047,2,12.49,24.98
OI05811,ORD03894,M032,3,21.03,63.09
OI05812,ORD03895,M021,3,23.11,69.33
OI05813,ORD03896,M034,3,17.18,51.54
OI05814,ORD03896,M022,2,6.86,13.72
OI05815,ORD03897,M048,1,5.64,5.64
OI05816,ORD03898,M044,3,22.8,68.4
OI05817,ORD03898,M016,2,6.75,13.5
OI05818,ORD03899,M024,1,20.8,20.8
OI05819,ORD03899,M026,3,23.22,69.66
OI05820,ORD03900,M032,2,21.03,42.06
OI05821,ORD03900,M013,2,9.9,19.8
OI05822,ORD03901,M041,2,18.7,37.4
OI05823,ORD03901,M036,2,21.19,42.38
OI05824,ORD03902,M001,1,6.05,6.05
OI05825,ORD03902,M038,1,12.96,12.96
OI05826,ORD03903,M033,1,9.14,9.14
OI05827,ORD03903,M036,3,21.19,63.57
OI05828,ORD03904,M044,3,22.8,68.4
OI05829,ORD03904,M042,3,17.77,53.31
OI05830,ORD03905,M014,3,5.03,15.09
OI05831,ORD03906,M047,2,12.49,24.98
OI05832,ORD03906,M001,1,6.05,6.05
OI05833,ORD03907,M031,2,11.87,23.74
OI05834,ORD03908,M024,1,20.8,20.8
OI05835,ORD03909,M046,2,18.37,36.74
OI05836,ORD03910,M048,2,5.64,11.28
OI05837,ORD03911,M017,3,16.95,50.85
OI05838,ORD03912,M009,1,22.04,22.04
OI05839,ORD03913,M049,3,20.08,60.24
OI05840,ORD03914,M036,3,21.19,63.57
OI05841,ORD03914,M026,1,23.22,23.22
OI05842,ORD03915,M030,2,20.38,40.76
OI05843,ORD03915,M012,2,11.68,23.36
OI05844,ORD03916,M011,2,11.74,23.48
OI05845,ORD03916,M030,2,20.38,40.76
OI05846,ORD03917,M024,3,20.8,62.4
OI05847,ORD03917,M047,2,12.49,24.98
OI05848,ORD03918,M025,2,5.42,10.84
OI05849,ORD03919,M022,3,6.86,20.58
OI05850,ORD03920,M021,1,23.11,23.11
OI05851,ORD03920,M042,2,17.77,35.54
OI05852,ORD03921,M036,2,21.19,42.38
OI05853,ORD03922,M016,3,6.75,20.25
OI05854,ORD03923,M033,3,9.14,27.42
OI05855,ORD03924,M012,1,11.68,11.68
OI05856,ORD03925,M006,3,5.76,17.28
OI05857,ORD03925,M045,1,14.72,14.72
OI05858,ORD03926,M024,2,20.8,41.6
OI05859,ORD03927,M012,2,11.68,23.36
OI05860,ORD03928,M017,3,16.95,50.85
OI05861,ORD03928,M010,1,8.19,8.19
OI05862,ORD03929,M019,2,11.31,22.62
OI05863,ORD03929,M041,3,18.7,56.1
OI05864,ORD03930,M046,2,18.37,36.74
OI05865,ORD03930,M044,2,22.8,45.6
OI05866,ORD03931,M031,3,11.87,35.61
OI05867,ORD03932,M016,3,6.75,20.25
OI05868,ORD03933,M005,3,23.02,69.06
OI05869,ORD03934,M039,1,20.39,20.39
OI05870,ORD03935,M041,1,18.7,18.7
OI05871,ORD03936,M024,1,20.8,20.8
OI05872,ORD03937,M003,3,13.14,39.42
OI05873,ORD03937,M033,1,9.14,9.14
OI05874,ORD03938,M049,1,20.08,20.08
OI05875,ORD03939,M019,2,11.31,22.62
OI05876,ORD03940,M005,1,23.02,23.02
OI05877,ORD03941,M001,1,6.05,6.05
OI05878,ORD03942,M027,2,16.47,32.94
OI05879,ORD03942,M044,1,22.8,22.8
OI05880,ORD03943,M001,2,6.05,12.1
OI05881,ORD03944,M050,1,8.63,8.63
OI05882,ORD03944,M040,2,15.26,30.52
OI05883,ORD03945,M009,3,22.04,66.12
OI05884,ORD03945,M014,1,5.03,5.03
OI05885,ORD03946,M011,1,11.74,11.74
OI05886,ORD03947,M001,1,6.05,6.05
OI05887,ORD03948,M014,2,5.03,10.06
OI05888,ORD03949,M040,2,15.26,30.52
OI05889,ORD03950,M034,2,17.18,34.36
OI05890,ORD03950,M008,2,11.64,23.28
OI05891,ORD03951,M002,1,6.74,6.74
OI05892,ORD03952,M030,3,20.38,61.14
OI05893,ORD03953,M002,3,6.74,20.22
OI05894,ORD03953,M009,1,22.04,22.04
OI05895,ORD03954,M025,3,5.42,16.26
OI05896,ORD03954,M041,2,18.7,37.4
OI05897,ORD03955,M037,3,11.31,33.93
OI05898,ORD03955,M004,1,7.15,7.15
OI05899,ORD03956,M018,1,6.4,6.4
OI05900,ORD03956,M015,2,13.73,27.46
OI05901,ORD03957,M039,2,20.39,40.78
OI05902,ORD03958,M033,2,9.14,18.28
OI05903,ORD03958,M032,2,21.03,42.06
OI05904,ORD03959,M013,2,9.9,19.8
OI05905,ORD03960,M002,3,6.74,20.22
OI05906,ORD03961,M049,2,20.08,40.16
OI05907,ORD03961,M013,3,9.9,29.7
OI05908,ORD03962,M025,1,5.42,5.42
OI05909,ORD03962,M027,1,16.47,16.47
OI05910,ORD03963,M027,1,16.47,16.47
OI05911,ORD03964,M022,2,6.86,13.72
OI05912,ORD03965,M024,2,20.8,41.6
OI05913,ORD03965,M043,1,18.33,18.33
OI05914,ORD03966,M039,2,20.39,40.78
OI05915,ORD03967,M032,3,21.03,63.09
OI05916,ORD03967,M039,3,20.39,61.17
OI05917,ORD03968,M009,2,22.04,44.08
OI05918,ORD03969,M047,1,12.49,12.49
OI05919,ORD03969,M025,1,5.42,5.42
OI05920,ORD03970,M049,3,20.08,60.24
OI05921,ORD03971,M043,3,18.33,54.99
OI05922,ORD03971,M033,1,9.14,9.14
OI05923,ORD03972,M032,1,21.03,21.03
OI05924,ORD03972,M015,1,13.73,13.73
OI05925,ORD03973,M032,1,21.03,21.03
OI05926,ORD03973,M001,2,6.05,12.1
OI05927,ORD03974,M011,1,11.74,11.74
OI05928,ORD03975,M016,3,6.75,20.25
OI05929,ORD03975,M020,3,13.97,41.91
OI05930,ORD03976,M010,2,8.19,16.38
OI05931,ORD03976,M006,1,5.76,5.76
OI05932,ORD03977,M050,1,8.63,8.63
OI05933,ORD03978,M008,2,11.64,23.28
OI05934,ORD03978,M027,1,16.47,16.47
OI05935,ORD03979,M042,1,17.77,17.77
OI05936,ORD03980,M041,1,18.7,18.7
OI05937,ORD03980,M025,3,5.42,16.26
OI05938,ORD03981,M005,1,23.02,23.02
OI05939,ORD03982,M024,3,20.8,62.4
OI05940,ORD03982,M018,1,6.4,6.4
OI05941,ORD03983,M050,3,8.63,25.89
OI05942,ORD03984,M018,3,6.4,19.2
OI05943,ORD03985,M037,2,11.31,22.62
OI05944,ORD03986,M049,2,20.08,40.16
OI05945,ORD03987,M018,2,6.4,12.8
OI05946,ORD03987,M022,1,6.86,6.86
OI05947,ORD03988,M029,1,21.76,21.76
OI05948,ORD03989,M046,1,18.37,18.37
OI05949,ORD03989,M044,3,22.8,68.4
OI05950,ORD03990,M034,1,17.18,17.18
OI05951,ORD03991,M025,2,5.42,10.84
OI05952,ORD03991,M021,3,23.11,69.33
OI05953,ORD03992,M043,1,18.33,18.33
OI05954,ORD03993,M016,1,6.75,6.75
OI05955,ORD03994,M022,3,6.86,20.58
OI05956,ORD03995,M002,2,6.74,13.48
OI05957,ORD03995,M028,1,10.31,10.31
OI05958,ORD03996,M005,1,23.02,23.02
OI05959,ORD03996,M010,3,8.19,24.57
OI05960,ORD03997,M008,2,11.64,23.28
OI05961,ORD03997,M003,1,13.14,13.14
OI05962,ORD03998,M013,3,9.9,29.7
OI05963,ORD03998,M014,2,5.03,10.06
OI05964,ORD03999,M048,1,5.64,5.64
OI05965,ORD04000,M034,3,17.18,51.54
OI05966,ORD04001,M002,3,6.74,20.22
OI05967,ORD04002,M023,2,7.84,15.68
OI05968,ORD04002,M012,1,11.68,11.68
OI05969,ORD04003,M018,1,6.4,6.4
OI05970,ORD04004,M010,2,8.19,16.38
OI05971,ORD04005,M014,3,5.03,15.09
OI05972,ORD04005,M003,1,13.14,13.14
OI05973,ORD04006,M042,2,17.77,35.54
OI05974,ORD04007,M036,3,21.19,63.57
OI05975,ORD04008,M028,1,10.31,10.31
OI05976,ORD04008,M037,1,11.31,11.31
OI05977,ORD04009,M009,2,22.04,44.08
OI05978,ORD04010,M014,2,5.03,10.06
